idd_cus_customer,first_name,last_name,gender,city,segment,d_created,country,d_birth_date,age_years,age_group
100878,Janis,Jansons,F,Cesis,Retail,2023-01-12,LV,1996-11-16,29,25-34
100879,Maija,Jansons,F,Riga,Retail,2015-07-17,LV,1965-02-03,60,55-64
100880,Kristaps,Liepa,M,Valmiera,Retail,2019-11-19,LV,1980-02-03,45,45-54
100881,Roberts,Lacis,M,Jurmala,SME,2021-12-15,LV,1974-07-04,51,45-54
100882,Liga,Liepa,F,Riga,Retail,2018-01-23,LV,2002-12-24,23,18-24
100883,Maija,Kalnina,F,Ventspils,Retail,2017-04-21,LV,1964-06-26,61,55-64
100884,Karlis,Lacis,F,Valmiera,Retail,2022-02-25,LV,1977-03-18,48,45-54
100885,Elina,Kalnina,F,Riga,Retail,2021-05-15,LV,1941-01-19,84,65+
100886,Rihards,Ozolins,M,Valmiera,Retail,2021-07-04,LV,1946-09-18,79,65+
100887,Elina,Ezerina,M,Jurmala,Retail,2022-08-19,LV,1973-06-22,52,45-54
100888,Liga,Upenieks,M,Riga,Retail,2021-06-03,LV,1956-02-14,69,65+
100889,Elina,Upenieks,M,Riga,SME,2021-05-23,LV,1982-06-28,43,35-44
100890,Janis,Ozolins,M,Riga,Retail,2016-05-13,LV,1998-11-25,27,25-34
100891,Janis,Berzins,F,Ogre,SME,2024-03-05,LV,1990-07-28,35,35-44
100892,Aleksandrs,Ezerina,M,Ventspils,Retail,2017-04-06,LV,1993-12-02,32,25-34
100893,Liga,Lacis,F,Jurmala,Retail,2020-11-30,LV,1963-05-20,62,55-64
100894,Aleksandrs,Ozolins,M,Ogre,Retail,2017-01-07,LV,1964-05-12,61,55-64
100895,Liga,Abele,M,Daugavpils,Retail,2018-01-13,LV,1991-02-19,34,25-34
100896,Rihards,Liepa,M,Ogre,Retail,2024-02-21,LV,1972-09-07,53,45-54
100897,Rihards,Krastins,M,Cesis,Retail,2021-09-08,LV,1988-03-22,37,35-44
100898,Kristaps,Upenieks,M,Cesis,Retail,2023-12-31,LV,1968-08-08,57,55-64
100899,Liga,Lacis,F,Riga,Retail,2017-03-02,LV,2002-02-12,23,18-24
100900,Karlis,Vilsons,F,Ogre,Retail,2018-10-15,LV,1961-09-12,64,55-64
100901,Andris,Abele,F,Daugavpils,Retail,2015-01-22,LV,1965-02-25,60,55-64
100902,Roberts,Kreicbergs,M,Ogre,Retail,2015-05-22,LV,1967-05-19,58,55-64
100903,Anna,Ezerina,M,Ventspils,Retail,2020-01-28,LV,1988-04-26,37,35-44
100904,Laura,Jansons,F,Ventspils,Retail,2022-11-17,LV,1988-07-28,37,35-44
100905,Anna,Ozolins,M,Daugavpils,Retail,2024-04-06,LV,1959-09-25,66,65+
100906,Maija,Krastins,M,Ogre,SME,2022-03-20,LV,2002-10-20,23,18-24
100907,Rihards,Jansons,F,Valmiera,Retail,2024-01-19,LV,2000-11-21,25,25-34
100908,Elina,Lacis,M,Ventspils,Retail,2021-06-14,LV,1988-09-01,37,35-44
100909,Roberts,Eglitis,F,Ventspils,Retail,2018-11-28,LV,1940-10-22,85,65+
100910,Ilze,Berzins,M,Liepaja,Retail,2019-03-18,LV,1952-12-09,73,65+
100911,Andris,Eglitis,F,Ogre,Retail,2022-11-02,LV,1990-01-06,35,35-44
100912,Janis,Berzins,M,Ventspils,Retail,2020-11-20,LV,1995-05-23,30,25-34
100913,Dace,Kalnina,M,Jurmala,SME,2017-08-21,LV,2001-05-11,24,18-24
100914,Marta,Ezerina,F,Ogre,Retail,2019-09-09,LV,1971-06-01,54,45-54
100915,Kristaps,Jansons,M,Cesis,Retail,2018-03-17,LV,1969-03-28,56,55-64
100916,Elina,Berzins,M,Liepaja,Retail,2016-12-02,LV,1968-03-19,57,55-64
100917,Elina,Sproge,F,Ventspils,Retail,2015-07-20,LV,1988-11-13,37,35-44
100918,Karlis,Upenieks,M,Liepaja,Retail,2022-02-18,LV,1984-02-05,41,35-44
100919,Elina,Sproge,F,Cesis,Retail,2025-06-17,LV,1969-12-21,56,55-64
100920,Janis,Ezerina,M,Daugavpils,Retail,2015-04-08,LV,1955-01-03,70,65+
100921,Janis,Sproge,M,Daugavpils,SME,2019-02-04,LV,1979-12-17,46,45-54
100922,Marta,Kalejs,M,Ogre,Retail,2018-07-04,LV,1958-04-13,67,65+
100923,Laura,Upenieks,M,Cesis,Retail,2016-02-23,LV,1957-07-15,68,65+
100924,Liga,Abele,F,Jelgava,Retail,2016-09-18,LV,1940-06-06,85,65+
100925,Ilze,Krastins,M,Jelgava,Retail,2025-02-07,LV,1986-06-10,39,35-44
100926,Roberts,Berzins,F,Ogre,Retail,2015-07-28,LV,2005-12-11,20,18-24
100927,Elina,Berzins,M,Riga,Retail,2022-08-06,LV,1977-10-20,48,45-54
100928,Anna,Abele,M,Liepaja,Retail,2025-03-03,LV,1990-02-02,35,35-44
100929,Aleksandrs,Jansons,M,Liepaja,Retail,2015-10-30,LV,2002-03-06,23,18-24
100930,Karlis,Jansons,M,Daugavpils,Retail,2019-03-01,LV,1943-10-02,82,65+
100931,Karlis,Ezerina,F,Jelgava,SME,2015-10-02,LV,1940-11-03,85,65+
100932,Laura,Sproge,F,Ventspils,Retail,2021-11-04,LV,1947-05-15,78,65+
100933,Anna,Ezerina,F,Ventspils,SME,2022-06-20,LV,1968-11-14,57,55-64
100934,Maija,Abele,F,Ventspils,Corporate,2018-12-27,LV,1994-08-20,31,25-34
100935,Anna,Ezerina,M,Daugavpils,Retail,2024-03-07,LV,1942-08-14,83,65+
100936,Andris,Lacis,F,Cesis,Retail,2018-09-12,LV,1971-05-07,54,45-54
100937,Maija,Upenieks,F,Valmiera,Retail,2015-12-17,LV,1949-09-04,76,65+
100938,Dace,Sproge,M,Jelgava,Retail,2017-05-20,LV,1973-06-14,52,45-54
100939,Rihards,Eglitis,M,Jelgava,Retail,2023-07-29,LV,1994-02-10,31,25-34
100940,Aleksandrs,Kalejs,M,Liepaja,Retail,2019-12-03,LV,1971-11-22,54,45-54
100941,Rihards,Vilsons,M,Riga,SME,2018-12-26,LV,1989-10-16,36,35-44
100942,Karlis,Kreicbergs,F,Ogre,Retail,2024-10-19,LV,1946-09-22,79,65+
100943,Anna,Kalejs,F,Liepaja,Retail,2020-06-04,LV,1947-05-02,78,65+
100944,Dace,Jansons,M,Cesis,Retail,2024-10-28,LV,2004-04-13,21,18-24
100945,Liga,Krastins,M,Ogre,SME,2025-03-04,LV,1996-10-02,29,25-34
100946,Kristaps,Vilsons,M,Jelgava,Retail,2020-06-15,LV,2006-01-07,19,18-24
100947,Roberts,Kalnina,F,Cesis,Corporate,2019-01-12,LV,1998-05-07,27,25-34
100948,Dace,Ozolins,F,Ogre,Retail,2020-02-19,LV,1993-03-25,32,25-34
100949,Laura,Krastins,M,Jurmala,Retail,2017-06-09,LV,2006-05-10,19,18-24
100950,Andris,Sproge,M,Valmiera,Retail,2023-11-13,LV,1990-06-04,35,35-44
100951,Roberts,Berzins,F,Jelgava,Retail,2018-10-05,LV,1947-01-16,78,65+
100952,Anna,Lacis,M,Riga,Retail,2022-01-13,LV,1973-12-14,52,45-54
100953,Ilze,Lacis,M,Ventspils,Retail,2020-02-11,LV,1974-03-05,51,45-54
100954,Liga,Abele,F,Jurmala,Retail,2019-09-06,LV,1971-07-18,54,45-54
100955,Dace,Krastins,M,Ventspils,Retail,2016-01-14,LV,1985-12-08,40,35-44
100956,Aleksandrs,Abele,F,Valmiera,Retail,2024-06-21,LV,1955-09-18,70,65+
100957,Anna,Berzins,M,Ogre,SME,2025-01-24,LV,1976-11-26,49,45-54
100958,Elina,Sproge,M,Daugavpils,Retail,2017-12-24,LV,1993-06-03,32,25-34
100959,Janis,Krastins,F,Riga,Retail,2022-04-08,LV,1953-07-28,72,65+
100960,Dace,Ozolins,F,Valmiera,Retail,2024-06-15,LV,1994-12-02,31,25-34
100961,Aleksandrs,Kreicbergs,M,Ventspils,Retail,2023-06-07,LV,1987-07-01,38,35-44
100962,Andris,Ozolins,F,Jurmala,Retail,2015-10-19,LV,1946-08-03,79,65+
100963,Kristaps,Vilsons,M,Jelgava,Retail,2020-11-10,LV,1946-06-19,79,65+
100964,Elina,Ozolins,M,Jurmala,Retail,2021-06-26,LV,1972-07-19,53,45-54
100965,Rihards,Lacis,F,Jurmala,Retail,2023-12-03,LV,1962-07-23,63,55-64
100966,Kristaps,Vilsons,M,Daugavpils,Retail,2020-06-03,LV,1958-11-14,67,65+
100967,Rihards,Ozolins,M,Daugavpils,Retail,2022-01-30,LV,1958-05-04,67,65+
100968,Anna,Kreicbergs,F,Cesis,Retail,2021-12-11,LV,1975-07-01,50,45-54
100969,Janis,Krastins,F,Cesis,Retail,2017-07-16,LV,1968-06-06,57,55-64
100970,Dace,Kreicbergs,M,Ogre,Retail,2020-02-07,LV,1999-10-15,26,25-34
100971,Dace,Jansons,F,Cesis,Retail,2021-05-28,LV,1941-12-12,84,65+
100972,Ilze,Berzins,F,Liepaja,Retail,2018-02-16,LV,1940-02-14,85,65+
100973,Karlis,Kreicbergs,F,Riga,SME,2024-02-25,LV,1986-02-08,39,35-44
100974,Ilze,Vilsons,F,Liepaja,Retail,2023-01-21,LV,1959-07-19,66,65+
100975,Laura,Kreicbergs,M,Liepaja,Retail,2019-02-06,LV,1950-07-17,75,65+
100976,Anna,Jansons,M,Ventspils,Retail,2018-11-01,LV,1941-02-13,84,65+
100977,Anna,Abele,M,Valmiera,Retail,2020-02-12,LV,2006-05-24,19,18-24
100978,Janis,Vilsons,F,Liepaja,Retail,2017-06-15,LV,1951-06-08,74,65+
100979,Ilze,Jansons,F,Riga,Retail,2022-11-17,LV,1959-06-25,66,65+
100980,Aleksandrs,Lacis,F,Daugavpils,Retail,2015-12-25,LV,1944-03-03,81,65+
100981,Rihards,Eglitis,F,Ogre,Retail,2024-07-26,LV,1976-09-21,49,45-54
100982,Aleksandrs,Eglitis,F,Ventspils,Retail,2022-01-08,LV,1977-02-17,48,45-54
100983,Janis,Kalnina,F,Daugavpils,Retail,2022-02-01,LV,1948-09-07,77,65+
100984,Liga,Ozolins,F,Ventspils,Retail,2024-06-24,LV,1992-06-12,33,25-34
100985,Karlis,Berzins,M,Riga,Retail,2024-01-07,LV,1983-12-27,42,35-44
100986,Aleksandrs,Liepa,M,Jurmala,Retail,2017-04-13,LV,1963-11-27,62,55-64
100987,Maija,Kalejs,F,Jelgava,Retail,2021-08-10,LV,1969-03-08,56,55-64
100988,Laura,Jansons,F,Valmiera,Retail,2019-02-18,LV,1998-02-05,27,25-34
100989,Roberts,Abele,F,Daugavpils,Retail,2019-05-04,LV,1953-05-07,72,65+
100990,Janis,Kalejs,M,Valmiera,Retail,2018-06-17,LV,1948-03-20,77,65+
100991,Janis,Abele,M,Jurmala,Retail,2020-08-14,LV,1979-03-25,46,45-54
100992,Marta,Lacis,F,Jelgava,Retail,2016-05-06,LV,2005-11-03,20,18-24
100993,Rihards,Upenieks,F,Valmiera,Retail,2022-08-26,LV,1964-03-25,61,55-64
100994,Laura,Upenieks,M,Valmiera,Retail,2021-04-24,LV,1961-11-16,64,55-64
100995,Elina,Upenieks,M,Daugavpils,Retail,2016-07-28,LV,1943-08-25,82,65+
100996,Elina,Kalejs,M,Cesis,Retail,2024-02-11,LV,1965-10-25,60,55-64
100997,Maija,Ezerina,M,Jelgava,Retail,2018-03-29,LV,1997-10-15,28,25-34
100998,Ilze,Jansons,F,Jurmala,Retail,2015-11-17,LV,1968-11-19,57,55-64
100999,Laura,Liepa,M,Jelgava,Retail,2019-07-27,LV,1976-11-21,49,45-54
